Claart,Fecfac,Cant,Clacli,Clatipcli
01CEMAGR,16/12/21,50.29,MAAG76,1
01ALAM,17/12/21,500.0,CPM09,3
01ALREC,17/12/21,500.0,CPM09,3
01CEMCAZ50,17/12/21,100.0,CPM09,3
01VAR112,17/12/21,70.0,CPM09,3
01VAR38,17/12/21,500.0,CPM09,3
01VAR58,17/12/21,15.0,CPM09,3
GTRAS,17/12/21,1.0,CPM09,3
01ALAM,17/12/21,525.0,CPM09,3
01ALREC,17/12/21,250.0,CPM09,3
01CEMCAZ50,17/12/21,100.0,CPM09,3
01VAR112,17/12/21,55.0,CPM09,3
01VAR38,17/12/21,500.0,CPM09,3
GTRAS,17/12/21,1.0,CPM09,3
01CEMBIG,18/12/21,2.0,MRS5214,0
01CEMCAZ50,20/12/21,20.0,SIG72,4
03PR22520,20/12/21,13.2,CPM09,3
01CAL,20/12/21,10.0,VATM670,0
01CEMCAZ50,20/12/21,250.0,RAGA820,8
01MALSOL6,21/12/21,200.0,CPM09,3
06PL4,21/12/21,80.0,CPM09,3
01CEMCAZ50,21/12/21,200.0,MRSZI0049,0
01CEMCAZ50,22/12/21,220.0,MOST1118,8
01CEMCAZ50,22/12/21,20.0,RORP75,0
01ALAM,22/12/21,500.0,CPM09,3
01ALREC,22/12/21,500.0,CPM09,3
01CEMCAZ50,22/12/21,100.0,CPM09,3
01VAR112,22/12/21,70.0,CPM09,3
01VAR38R,22/12/21,500.0,CPM09,3
01VAR58,22/12/21,15.0,CPM09,3
GTRAS,22/12/21,1.0,CPM09,3
01CEMCAZ50,23/12/21,5.0,CUCI98,0
01CEMCAZ50,23/12/21,20.0,SIG72,4
01CEMAGR,23/12/21,17.83,MAAG76,1
01VAR38,24/12/21,20.0,MRSZI0400,0
01CEMCAZ50,27/12/21,5.0,MRSZI0400,0
05BALTEN,27/12/21,1000.0,EUED72,1
01CEMCAZ50,27/12/21,40.0,MRSZI21,0
01CAL,28/12/21,20.0,SIG72,4
01CEMCAZ50,28/12/21,40.0,SIG72,4
01VAR38,28/12/21,40.0,SIG72,4
01PAB,28/12/21,30.0,SAC171,0
01CEMBIG,28/12/21,2.0,MRSZI00117,0
01CEMAGR,29/12/21,24.54,MAAG76,1
01CEMCAZ50,29/12/21,40.0,MRSZI21,0
03VIPR15512,29/12/21,473.0,MRSZI092,0
01PAB,29/12/21,10.0,SAC171,0
01CEMBIG,30/12/21,2.0,ZERM90,0
01CEMBIG,30/12/21,2.0,ZERM90,0
01CEMCAZ50,30/12/21,200.0,MRS730,0
01PAB,30/12/21,5.0,SAC171,0
01CEMCAZ50,30/12/21,1.0,MAAG76,1
01CEMAGR,30/12/21,10.41,MAAG76,1
01CEMCAZ50,31/12/21,200.0,MRS730,0
01ARM1538,31/12/21,1.0,MRS5017,0
01CEMCAZ50,31/12/21,160.0,MOST1118,8
01CEMAGR,31/12/21,50.09,MAAG76,1
01CEMCAZ50,31/12/21,200.0,ROLP73,0
01VAR112,31/12/21,10.0,MRS371,3
01VAR38,31/12/21,40.0,MRS371,3
01CEMCAZ50,01/03/22,60.0,SIG72,4
05CAJP,01/03/22,1.0,PSP14,0
05CAJP,01/03/22,4.0,PSP14,0
01CEMBIG,01/03/22,4.0,VACR83,0
01CEMCAZ50,01/03/22,60.0,SIG72,4
01CEMCAZ50,01/03/22,139.0,MAAG76,1
01CEMCAZ50,01/03/22,1.0,MAAG76,1
01VAR38,01/04/22,50.0,MRSZI0551,0
GTRAS,01/04/22,1.0,MRSZI0551,0
06RAF1,01/04/22,60.0,MUNICIPIO5,4
01CEMBIG,01/04/22,4.0,VACR83,0
01ALREC,01/04/22,8.0,MRSZI00146,0
01BAB1030,01/04/22,392.0,MRSZI00146,0
01CEMAGR,01/04/22,25.1,MAAG76,1
04HTAQ14,01/04/22,200.0,SAC171,0
06PIJ10112,01/04/22,200.0,SAC171,0
08RON14,01/04/22,200.0,SAC171,0
08CONC12,01/04/22,11.0,SAC171,0
01CEMCAZ50,01/04/22,20.0,MRS1313,0
01CEMBIG,01/05/22,4.0,VACR83,0
01CEMCAZ50,01/05/22,120.0,MOST1118,8
01ALREC,01/05/22,5.0,MRS6158,0
01ARM1543,01/05/22,1.0,MRS6158,0
01CEMCAZ50,01/05/22,32.0,MRS6158,0
06CLA212,01/05/22,3.0,MRS6158,0
06CLAC212,01/05/22,0.5,MRS6158,0
08CAJCHR,01/05/22,7.0,MRS6158,0
08CAJO,01/05/22,2.0,MRS6158,0
08POL12,01/05/22,40.0,MRS6158,0
01ARM124,01/05/22,25.0,VACR83,0
01ARM204,01/05/22,100.0,VACR83,0
01CAL,01/05/22,96.0,VACR83,0
01ARM12204,01/05/22,100.0,VACR83,0
01CEMBIG,01/05/22,2.0,MRS481,9
01CAL,01/06/22,2.0,MRSZI0550,0
01CEMCAZ50,01/06/22,12.0,MRSZI0550,0
01ALREC,01/06/22,100.0,CPM09,3
01CEMCAZ50,01/06/22,200.0,CPM09,3
01VAR112,01/06/22,15.0,CPM09,3
01VAR34R,01/06/22,40.0,CPM09,3
01VAR38,01/06/22,140.0,CPM09,3
01CEMCAZ50,01/06/22,60.0,SIG72,4
01CEMCAZ50,01/06/22,15.0,MRS6156,0
01CEMCAZ50,01/08/22,120.0,LAGG91,8
01CEMCAZ50,01/08/22,120.0,MOST1118,8
01CEMCAZ50,01/10/22,200.0,VACR83,0
01VAR34R,01/10/22,45.0,CPM09,3
01VAR38,01/10/22,200.0,CPM09,3
GTRAS,01/10/22,1.0,CPM09,3
01ALREC,01/10/22,300.0,CPM09,3
01CEMCAZ50,01/10/22,40.0,CPM09,3
01VAR112,01/10/22,70.0,CPM09,3
01VAR1R,01/10/22,40.0,CPM09,3
01CEMCAZ50,01/10/22,12.0,MRS5017,0
01CEMAGR,01/10/22,50.33,MAAG76,1
01CEMCAZ50,01/11/22,200.0,VACR83,0
03ANG3162,01/11/22,57.5,MRS1618,0
01BAB1030,01/11/22,550.0,MRS00533,0
01CEMCAZ50,01/12/22,40.0,SIG72,4
01CEMCAZ50,01/12/22,13.0,VACR83,0
01CEMCAZ50,01/12/22,200.0,MOST1118,8
01CEMBIG,01/12/22,4.0,MRS379,9
01CEMBIG,01/12/22,2.0,MRSZI00523,0
01CEMBIG,01/12/22,2.0,MRS481,9
01CEMBIG,01/12/22,2.0,VATM670,0
01ALAM,01/12/22,100.0,CPM09,3
01CEMBIG,01/12/22,4.0,MRSZI0535,0
01MALSOL10,01/12/22,200.0,MRSZI0535,0
01EST1520,13/01/22,3.0,MRS272,3
01VAR112,13/01/22,2.0,MRS272,3
01VAR38,13/01/22,35.0,MRS272,3
06CLA4,13/01/22,1.0,MRS272,3
08CAJO,13/01/22,3.0,MRS272,3
01CEMCAZ50,13/01/22,1020.0,LOLM71,8
06CLA212,13/01/22,15.0,MRSZI5,0
06CODP3,13/01/22,6.0,MRSZI5,0
08CAJO,13/01/22,4.0,MRSZI5,0
08POL1234,13/01/22,30.0,MRSZI5,0
01ALREC,13/01/22,25.0,MRSZI5,0
01ARM1543,13/01/22,1.0,MRSZI5,0
01CEMCAZ50,13/01/22,1.0,MRSZI5,0
01CEMCAZ50,14/01/22,400.0,ROLP73,0
01CEMCAZ50,14/01/22,20.0,MRSZI0511,0
01CEMAGR,14/01/22,50.37,MAAG76,1
01CEMCAZ50,14/01/22,10.0,MRS818,0
01CEMCAZ50,15/01/22,36.0,MRS174,3
01VAR38,15/01/22,40.0,MRSZI01452,0
01BLO20,15/01/22,235.0,GIM09,0
GTRAS,15/01/22,1.0,GIM09,0
01CEMCAZ50,17/01/22,200.0,LAGG91,8
01CEMCAZ50,17/01/22,200.0,MOST1118,8
01BLO20,17/01/22,235.0,GIM09,0
GTRAS,17/01/22,1.0,GIM09,0
01CEMAGR,17/01/22,18.41,MARG73,8
01CEMAGR,17/01/22,12.62,MAAG76,1
01CEMAGR,17/01/22,4.68,MARG73,8
01CAL,18/01/22,20.0,MRSZI026,8
01CEMCAZ50,18/01/22,40.0,MRSZI026,8
01CEMBIG,18/01/22,4.0,MRS379,9
01CEMCAZ50,18/01/22,20.0,MRS1313,0
01CEMBIG,19/01/22,2.0,ZUP57,1
01CEMBIG,19/01/22,2.0,RUTR7,0
01CAL,19/01/22,5.0,COEH760,0
01CEMCAZ50,19/01/22,5.0,COEH760,0
GTRAS,20/01/22,1.0,CPM09,3
01ALREC,20/01/22,300.0,CPM09,3
01VAR1,20/01/22,40.0,CPM09,3
01VAR34R,20/01/22,75.0,CPM09,3
01CEMAGR,20/01/22,25.26,MARG73,8
01CEMCAZ50,20/01/22,100.0,MOST1118,8
01CAL,20/01/22,3.0,RORP75,0
01CEMCAZ50,20/01/22,10.0,RORP75,0
01BLO20,20/01/22,235.0,GIM09,0
GTRAS,20/01/22,1.0,GIM09,0
01BLO20,20/01/22,235.0,GIM09,0
GTRAS,20/01/22,1.0,GIM09,0
05CODPL34,21/01/22,50.0,MAMK91,0
05CODPL4512,21/01/22,6.0,MAMK91,0
05CODPL4534,21/01/22,22.0,MAMK91,0
05CODPVC245,21/01/22,15.0,MAMK91,0
05CODPVC290,21/01/22,20.0,MAMK91,0
05CODPVC445,21/01/22,15.0,MAMK91,0
01ALAM,21/01/22,120.0,MAMK91,0
01ALREC,21/01/22,30.0,MAMK91,0
01VAR112,21/01/22,20.0,MAMK91,0
01VAR38,21/01/22,50.0,MAMK91,0
05CODPL1,21/01/22,4.0,MAMK91,0
05CODPL12,21/01/22,15.0,MAMK91,0
05CODPVC490,21/01/22,15.0,MAMK91,0
05CONPH12,21/01/22,25.0,MAMK91,0
05CONPL12,21/01/22,40.0,MAMK91,0
05COPL12,21/01/22,6.0,MAMK91,0
05COPL34,21/01/22,20.0,MAMK91,0
05COPPL1,21/01/22,6.0,MAMK91,0
05COPPVC23,21/01/22,5.0,MAMK91,0
05COPPVC4,21/01/22,4.0,MAMK91,0
05PEGAD500,21/01/22,1.0,MAMK91,0
05PEGPVC250,21/01/22,1.0,MAMK91,0
05REDPL134,21/01/22,15.0,MAMK91,0
05REDPL3412,21/01/22,40.0,MAMK91,0
05TEEPL1,21/01/22,6.0,MAMK91,0
05TEEPL12,21/01/22,30.0,MAMK91,0
05TEEPL34,21/01/22,40.0,MAMK91,0
05TEEPVC2,21/01/22,6.0,MAMK91,0
05TEEPVC4,21/01/22,20.0,MAMK91,0
05TUBPL1,21/01/22,10.0,MAMK91,0
05TUBPL12,21/01/22,5.0,MAMK91,0
05TUBPL34,21/01/22,28.0,MAMK91,0
05TUBPVCN2,21/01/22,12.0,MAMK91,0
05TUBPVCN4,21/01/22,18.0,MAMK91,0
05YEEPVC2,21/01/22,5.0,MAMK91,0
05YEEPVC4,21/01/22,10.0,MAMK91,0
06CINT12,21/01/22,2.0,MAMK91,0
06CLA212,21/01/22,25.0,MAMK91,0
01CEMCAZ50,21/01/22,40.0,SIG72,4
01ALREC,22/01/22,20.0,MAR03,1
01CEMCAZ50,22/01/22,30.0,MAR03,1
01VAR112,22/01/22,52.0,MAR03,1
01VAR38,22/01/22,33.0,MAR03,1
01CEMCAZ50,22/01/22,20.0,MRSZI5,0
01ALREC,22/01/22,12.0,MRSZI00159,0
01CEMCAZ50,22/01/22,10.0,MRSZI00159,0
01VAR38,22/01/22,10.0,MRSZI00159,0
03PTR11414,22/01/22,43.2,MRS1618,0
03PTR214,22/01/22,105.6,MRS1618,0
03RIEL1500,22/01/22,45.0,MRS1618,0
01ALAM,22/01/22,500.0,CPM09,3
01CEMCAZ50,22/01/22,150.0,CPM09,3
GTRAS,22/01/22,1.0,CPM09,3
01CEMAGR,22/01/22,4.84,PAL18,0
01CEMAGR,22/01/22,8.33,MARG73,8
01CEMAGR,22/01/22,5.76,DDI12,4
03LPC122427B,24/01/22,3.0,LOMM64,1
03PUHB,24/01/22,1.0,LOMM64,1
01ALREC,24/01/22,5.0,COEH760,0
01CAL,24/01/22,5.0,COEH760,0
01CEMCAZ50,24/01/22,5.0,COEH760,0
01VAR38,24/01/22,50.0,MAMK91,0
01ALAM,24/01/22,30.0,MRS6159,0
01ALREC,24/01/22,15.0,MRS6159,0
01VAR112,24/01/22,25.0,MRS6159,0
06CLA212,24/01/22,4.0,MRS6159,0
06CLA4,24/01/22,2.0,MRS6159,0
01CAL,24/01/22,10.0,SIG72,4
03LAMGT305,24/01/22,4.0,MRSZI0555,0
01ARM1538,24/01/22,12.0,MRS6157,0
01VAR38,24/01/22,20.0,MRS6157,0
01CEMCAZ50,24/01/22,400.0,MOST1118,8
01BAB1030,25/01/22,1000.0,MRSZI0556,0
01ALAM,25/01/22,8.0,MRSZI00159,0
01VAR112,25/01/22,5.0,MRSZI00159,0
01VAR38,25/01/22,30.0,MRSZI00159,0
06CLA212,25/01/22,3.0,MRSZI00159,0
01BLO20,25/01/22,235.0,GIM09,0
01CEMAGR,25/01/22,50.35,DDI12,4
GTRAS,25/01/22,1.0,GIM09,0
05COFG381,25/01/22,1.0,MRS2920,0
05NIPGTERM38,25/01/22,1.0,MRS2920,0
05NTG3812,25/01/22,1.0,MRS2920,0
05TAPMGAL12,25/01/22,1.0,MRS2920,0
06CINT12,25/01/22,1.0,MRS2920,0
06REGIUSA1,25/01/22,1.0,MRS2920,0
0846122,25/01/22,1.0,MRS2920,0
01CEMAGR,25/01/22,0.16,PAL18,0
01CEMBIG,25/01/22,2.0,MAMK91,0
01CEMBIG,25/01/22,2.0,MRSZI00118,0
01CEMBIG,26/01/22,2.0,MRS6159,0
01CEMCAZ50,26/01/22,200.0,VIHA,8
01CEMCAZ50,26/01/22,15.0,MRS6157,0
01CEMCAZ50,26/01/22,20.0,MRS1313,0
08CAB12,27/01/22,100.0,MRS2157,0
05ANCLAV,27/01/22,6.0,MRS2157,0
05CHUH1142,27/01/22,3.0,MRS2157,0
05CODPL34,27/01/22,8.0,MRS2157,0
05TUEP12,27/01/22,1.0,MRS2157,0
01CEMBIG,27/01/22,2.0,MRSZI0536,0
05TUBKIT,28/01/22,100.0,PSP14,0
05VA12,28/01/22,17.0,PSP14,0
05VALERO12,28/01/22,34.0,PSP14,0
GTRAS,28/01/22,1.0,AACP71,9
01CEMCAZ50,28/01/22,128.0,LAGG91,8
01CEMCAZ50,28/01/22,160.0,MAAG76,1
01CEMCAZ50,28/01/22,5.0,COEH760,0
01VAR38R,29/01/22,100.0,MAMK91,0
01CEMAGR,29/01/22,16.56,DDI12,4
01BLO20,29/01/22,235.0,GIM09,0
GTRAS,29/01/22,1.0,GIM09,0
01CEMCAZ50,29/01/22,20.0,MRSZI00159,0
01CEMCAZ50,31/01/22,10.0,MRS6157,0
01CEMCAZ50,31/01/22,200.0,MOST1118,8
01CEMCAZ50,31/01/22,20.0,MRSZI0511,0
01CEMAGR,31/01/22,12.35,DDI12,4
01CEMAGR,31/01/22,37.94,MAAG76,1
01CEMCAZ50,02/01/22,20.0,MRS6157,0
01BLO20,02/01/22,235.0,GIM09,0
GTRAS,02/01/22,1.0,GIM09,0
01CEMAGR,02/03/22,50.38,MAAG76,1
01CEMCAZ50,02/03/22,40.0,MRSZI026,8
01ALREC,02/03/22,20.0,MAR03,1
01CEMCAZ50,02/03/22,10.0,MRS371,3
01ARM1538,02/03/22,1.0,MRS6157,0
01BLO20,02/03/22,235.0,GIM09,0
GTRAS,02/03/22,1.0,GIM09,0
01CEMBIG,02/03/22,2.0,MAMK91,0
02ECAG6305,02/04/22,24.0,MRSZI0562,0
02EPP6305,02/04/22,48.0,MRSZI0562,0
02TORFR,02/04/22,2000.0,MRSZI0562,0
02TORS118PF,02/04/22,2000.0,MRSZI0562,0
04HTAQ516,02/04/22,600.0,MRSZI0562,0
06PIJ10112,02/04/22,600.0,MRSZI0562,0
08RON516,02/04/22,600.0,MRSZI0562,0
01CEMBIG,02/04/22,2.0,MRS5214,0
01CEMCAZ50,02/04/22,200.0,MOST1118,8
03VRED34,02/04/22,138.0,CPM09,3
01CEMBIG,02/04/22,4.0,MRS379,9
01ARM124,02/04/22,20.0,MRSZI0561,0
01BAB1030,02/04/22,630.0,MRSZI0561,0
08CAJO,02/04/22,9.0,MRSZI0561,0
06CLA212,02/05/22,10.0,MRS2380,0
01CEMAGR,02/05/22,16.7,MAAG76,1
03RIEL18,02/07/22,74.0,MRSZI0558,0
05BRAZZ,02/07/22,1.0,MRS2920,0
0645067,02/07/22,1.0,MRS2920,0
01CAL,02/08/22,15.0,MRS0550,0
01CEMCAZ50,02/08/22,25.0,MRS0550,0
01CEMCAZ50,02/09/22,11.0,MRSZI00154,0
01CEMAGR,02/09/22,16.49,MAAG76,1
01CEMCAZ50,02/09/22,20.0,MRSZI0511,0
01CEMCAZ50,02/09/22,5.0,CUCI98,0
01CEMCAZ50,02/09/22,20.0,MRSZI0511,0
01ALREC,02/09/22,30.0,MRS2380,0
01ARM124,02/09/22,2.0,MRS2380,0
01CEMBIG,02/10/22,2.0,MAMK91,0
02ECAG6305,02/10/22,6.0,MRSZI0562,0
02EPP6305,02/10/22,37.0,MRSZI0562,0
01CEMCAZ50,02/10/22,20.0,SIG72,4
01CEMCAZ50,02/10/22,10.0,MRS4093,0
01VAR38,02/10/22,20.0,MRS4093,0
01ARM1538,02/10/22,15.0,MRS4093,0
01CEMBIG,02/10/22,2.0,MRS4093,0
01ARM124,02/10/22,1.0,MRS2380,0
01VAR112,02/10/22,2.0,MRS2380,0
06CINAIS6018,02/10/22,1.0,MRS2380,0
06CODP3,02/10/22,15.0,MRS2380,0
08CAJO,02/10/22,10.0,MRS2380,0
08POL1234,02/10/22,100.0,MRS2380,0
05TUBPVCN6,02/11/22,60.0,OCP100,3
01VAR38,02/10/22,12.0,MRS2380,0
03TCED406,02/11/22,2.0,OCP100,3
05TUBKIT,02/11/22,100.0,PSP14,0
05VA12HH,02/11/22,17.0,PSP14,0
01CAL,02/11/22,15.0,FEED76,0
01CEMCAZ50,02/11/22,90.0,FEED76,0
01VAR112,02/11/22,2.0,FEED76,0
01VAR38,02/11/22,10.0,FEED76,0
GTRAS,02/11/22,1.0,FEED76,0
02PANN2,02/11/22,20.0,MRSZI0562,0
01CEMAGR,02/12/22,50.54,MAAG76,1
01CEMCAZ50,02/12/22,40.0,MRSZI026,8
01ARM1538,02/12/22,20.0,MRS4093,0
01ARM124,14/02/22,14.0,MRS7071,0
01CAL,14/02/22,8.0,MRS7071,0
01CEMBIG,14/02/22,2.0,MRS7071,0
02PANN2,14/02/22,20.0,MRSZI0562,0
01CEMCAZ50,14/02/22,10.0,MRS6157,0
02CINJ,14/02/22,2.0,MRSZI0562,0
02COME28,14/02/22,1.0,MRSZI0562,0
01CEMCAZ50,14/02/22,220.0,MOST1118,8
01VAR112,14/02/22,3.0,MAR03,1
02EES305,14/02/22,20.0,MRSZI0562,0
06CLA212,14/02/22,25.0,CPM09,3
06TC2855,14/02/22,1.0,CPM09,3
03LMP122244,14/02/22,1.5,MRSZI0566,0
01CEMBIG,14/02/22,2.0,MRS379,9
01CEMBIG,14/02/22,1.0,SAPJ73,0
01CEMBIG,14/02/22,1.0,SAPJ73,0
01VAR58,15/02/22,8.0,CPM09,3
GTRAS,15/02/22,1.0,CPM09,3
01ALAM,15/02/22,50.0,CPM09,3
01CEMCAZ50,15/02/22,100.0,CPM09,3
01VAR112,15/02/22,4.0,CPM09,3
01VAR38,15/02/22,150.0,CPM09,3
01ARM1538,15/02/22,1.0,MRS4093,0
01CEMCAZ50,15/02/22,5.0,MRS4093,0
01VAR38,15/02/22,4.0,MRSZI0564,0
04HSEL,15/02/22,2.0,MRSZI0564,0
06CLA212,15/02/22,1.0,MRSZI0564,0
01ALREC,15/02/22,3.0,MRSZI0564,0
01CEMCAZ50,15/02/22,45.0,MRSZI0564,0
01COMB34,15/02/22,10.0,MRSZI0564,0
01TEP,15/02/22,3.0,MRSZI0564,0
02CAN24,15/02/22,3.0,MRSZI0562,0
02ECLE305,15/02/22,12.0,MRSZI0562,0
06ALAG145,15/02/22,2.0,MRSZI0562,0
06ALAG18,15/02/22,2.0,MRSZI0562,0
01CEMCAZ50,15/02/22,5.0,COEH760,0
02ECAG6305,15/02/22,12.0,MRSZI0562,0
02EPG920,15/02/22,5.0,MRSZI0562,0
02EPP6305,15/02/22,12.0,MRSZI0562,0
01CEMAGR,15/02/22,15.61,MAAG76,1
08POL1234,16/02/22,50.0,MRS2465,0
GTRAS,16/02/22,1.0,MRS2465,0
01ALREC,16/02/22,50.0,MRS2465,0
01CEMCAZ50,16/02/22,70.0,MRS2465,0
01VAR38,16/02/22,130.0,MRS2465,0
06CLA212,16/02/22,20.0,MRS2465,0
02TORS118PF,16/02/22,2000.0,MRSZI0562,0
01VAR38,16/02/22,100.0,MAMK91,0
01SON40,16/02/22,7.0,CPM09,3
01ALAM,16/02/22,50.0,MRS0550,0
01VAR38,16/02/22,20.0,MRS0550,0
01CEMBIG,16/02/22,2.0,MRS4093,0
02ANGA,17/02/22,10.0,MRSZI0562,0
04HTAQ516,17/02/22,150.0,MRSZI0562,0
0644376,17/02/22,370.0,MRSZI0562,0
06LAG125R,17/02/22,2.0,MRSZI0562,0
01CEMCAZ50,17/02/22,3.0,MRS2230,0
01CAL,17/02/22,5.0,MRSZI00118,0
01CEMAGR,17/02/22,50.29,MAAG76,1
01SON40,17/02/22,3.0,CPM09,3
05COPPVC3,17/02/22,2.0,CPM09,3
05REDPVC32,17/02/22,2.0,CPM09,3
05TAPMPVC2,17/02/22,2.0,CPM09,3
04HDDC412,17/02/22,4.0,CPM09,3
04HSI2178,17/02/22,2.0,CPM09,3
06CLA212,17/02/22,3.0,CPM09,3
06CLA4,17/02/22,10.0,CPM09,3
01CEMCAZ50,17/02/22,5.0,CUCI98,0
06LAG125R,18/02/22,6.0,MRSZI0562,0
01CASS60601,18/02/22,34.0,MRSZI0553,0
04HDDC412,18/02/22,4.0,CPM09,3
08CDCP013,18/02/22,2.0,CPM09,3
08COPCPD34,18/02/22,25.0,CPM09,3
08TUBC1PG,18/02/22,5.0,CPM09,3
08TUBC34PD,18/02/22,11.0,CPM09,3
05TAPMPVC2,19/02/22,1.0,CPM09,3
05TUBPVCN3,19/02/22,6.0,CPM09,3
08CAJC4,19/02/22,38.0,CPM09,3
08CAJCHR,19/02/22,17.0,CPM09,3
08CAJO,19/02/22,1.0,CPM09,3
08CONC34,19/02/22,6.0,CPM09,3
08TUBC1PG,19/02/22,4.0,CPM09,3
08TUBC34PD,19/02/22,31.0,CPM09,3
08TUBC34PG,19/02/22,1.0,CPM09,3
05CODPVC345,19/02/22,3.0,CPM09,3
05COPPVC3,19/02/22,1.0,CPM09,3
05PEGAD240,19/02/22,1.0,CPM09,3
05REDPVC32,19/02/22,1.0,CPM09,3
01VAR38,19/02/22,10.0,MRS6157,0
01ARM1538,19/02/22,1.0,MRS6157,0
01CEMCAZ50,19/02/22,10.0,MRS6157,0
02PANN2,19/02/22,2.0,MRSZI0562,0
06LAG125R,19/02/22,2.0,MRSZI0562,0
01BLO15,19/02/22,350.0,GIM09,0
GTRAS,19/02/22,1.0,GIM09,0
01BLO15,19/02/22,350.0,GIM09,0
GTRAS,19/02/22,1.0,GIM09,0
05ADAPMC12,19/02/22,2.0,MRS2920,0
05COFF,19/02/22,2.0,MRS2920,0
05PEGACPVC50,19/02/22,1.0,MRS2920,0
05VALBCP12,19/02/22,1.0,MRS2920,0
0646318,19/02/22,1.0,MRS2920,0
06CINT12,19/02/22,1.0,MRS2920,0
02CAN24,19/02/22,3.0,MRSZI0562,0
01EC014RE,21/02/22,532.0,SIG72,4
01TES,21/02/22,300.0,MRS6018,0
01SON40,21/02/22,9.0,CPM09,3
03LAMINOX410C18,21/02/22,1.0,TWE11,0
06SIKG,21/02/22,50.0,ETE050,0
01CEMAGR,23/02/22,25.07,MAAG76,1
01TIRUNI,21/02/22,10.0,MRSZI0559,0
01CEMCAZ50,21/02/22,60.0,SIG72,4
02COME28,21/02/22,2.0,MRSZI0562,0
02PANN2,21/02/22,10.0,MRSZI0562,0
01CEMCAZ50,21/02/22,10.0,MRS2902,0
01VAR38,21/02/22,10.0,MRS2902,0
01CEMCAZ50,21/02/22,10.0,MRS2902,0
03LAMPOLCEL310,21/02/22,1.0,MRSZI0540,0
03LAMPOLI210305,21/02/22,2.0,MRSZI0540,0
01CEMAGR,22/02/22,50.22,MAAG76,1
01CEMCAZ50,22/02/22,25.0,MRS0550,0
02CAN24,22/02/22,47.0,MRSZI0562,0
01CEMCAZ50,22/02/22,20.0,MRS1313,0
01VAR112,22/02/22,46.0,MAR03,1
01VAR38,22/02/22,41.0,MAR03,1
01CEMCAZ50,22/02/22,160.0,MOST1118,8
01ARE,22/02/22,0.5,MRS2380,0
01BLO12,22/02/22,100.0,MRS2380,0
01BLO15,23/02/22,350.0,GIM09,0
GTRAS,23/02/22,1.0,GIM09,0
01BLO15,23/02/22,350.0,GIM09,0
GTRAS,23/02/22,1.0,GIM09,0
02COME28,23/02/22,2.0,MRSZI0562,0
02ANGA,23/02/22,6.0,MRSZI0562,0
02ECLE305,23/02/22,40.0,MRSZI0562,0
02TORFR,23/02/22,1500.0,MRSZI0562,0
01ALAM,24/02/22,50.0,MRS0550,0
01ALREC,24/02/22,30.0,MRS0550,0
01VAR38,24/02/22,50.0,MRS0550,0
03PTRC14,26/02/22,85.0,TWE11,0
01ARM204,25/02/22,100.0,VIHA,8
01CEMCAZ50,25/02/22,40.0,MRSZI026,8
01CAL,25/02/22,10.0,MRS4093,0
01CEMCAZ50,25/02/22,10.0,MRS4093,0
01ARM1538,25/02/22,8.0,MRS4093,0
01YEM,26/02/22,20.0,MRSZI00184,0
01CEMAGR,26/02/22,50.31,MAAG76,1
01BLO15,28/02/22,350.0,GIM09,0
GTRAS,28/02/22,1.0,GIM09,0
02ECAG6305,28/02/22,6.0,MRSZI0562,0
02ECLE305,28/02/22,2.0,MRSZI0562,0
02EPP6305,28/02/22,24.0,MRSZI0562,0
01VAR38,28/02/22,10.0,MRS4093,0
01ARM1538,28/02/22,10.0,MRS4093,0
01CEMCAZ50,28/02/22,10.0,MRS4093,0
06CRTBR,28/02/22,609.5,ETE050,0
01CEMCAZ50,28/02/22,120.0,MOST1118,8
02PANN2,03/01/22,10.0,MRSZI0562,0
01ALREC,03/01/22,8.0,CPM09,3
01CEMCAZ50,03/01/22,6.0,CPM09,3
01EST1515,03/01/22,20.0,CPM09,3
01VAR38,03/01/22,10.0,CPM09,3
06CLA212,03/01/22,3.0,CPM09,3
06CLAC212,03/01/22,0.5,CPM09,3
01BLO15,03/01/22,350.0,GIM09,0
GTRAS,03/01/22,1.0,GIM09,0
01BLO15,03/01/22,350.0,GIM09,0
GTRAS,03/01/22,1.0,GIM09,0
01BLO15,03/01/22,350.0,GIM09,0
GTRAS,03/01/22,1.0,GIM09,0
02PANN2,03/01/22,10.0,MRSZI0562,0
01CEMCAZ50,03/02/22,20.0,MRS4093,0
02ECAG6305,03/02/22,5.0,MRSZI0562,0
02TORS118PF,03/02/22,500.0,MRSZI0562,0
03LN31018,03/02/22,6.0,MRS1618,0
03LN41020,03/02/22,1.0,MRS1618,0
01ARM1538,03/03/22,40.0,MRS4093,0
01CEMCAZ50,03/03/22,20.0,MRS1313,0
01CEMCAZ50,03/04/22,40.0,MOST1118,8
01CEMCAZ50,03/04/22,20.0,MRS4093,0
01CEMCAZ50,03/04/22,13.0,MRSZI0523,0
01CEMMCA50,03/04/22,3.0,MRSZI0523,0
01VAR38,03/04/22,26.0,MRSZI0523,0
01ALREC,03/04/22,5.0,MRSZI0523,0
01EST1520,03/04/22,2.0,MRSZI0523,0
06CLA212,03/04/22,2.0,MRSZI0523,0
02ANGA,03/05/22,120.0,SIG72,4
02ECLE305,03/05/22,200.0,SIG72,4
02EPG4305,03/05/22,100.0,SIG72,4
02TOR812,03/05/22,1000.0,SIG72,4
